EnsemblID	GeneName	KO1_L	KO1_L_M	KO8_L	KO8_L_M	WT3_L	WT3_L_M	WT4_L	WT4_L_M	KO1_L_G	KO1_L_M_G	KO8_L_G	KO8_L_M_G	WT3_L_G	WT3_L_M_G	WT4_L_G	WT4_L_M_G
ENSMUSG00000069607.4	Cd300ld3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069609.7	Cd300ld4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069620.6	Gm5250	0	0	5	2	2	0	0	0	0	0	5	2	2	0	0	0
ENSMUSG00000069622.5	Gm10273	46	25	94	45	32	20	65	39	46	25	94	45	32	20	65	39
ENSMUSG00000069631.14	Strada	2191	528	1813	332	913	255	1519	402	3442	1508	2587	981	1623	808	2535	1296
ENSMUSG00000069633.12	Pex11g	71	19	53	22	25	13	57	30	106	51	83	45	45	29	76	47
ENSMUSG00000069662.5	Marcks	2042	324	1917	310	649	101	1341	219	2047	329	1932	320	662	105	1350	225
ENSMUSG00000069668.4	Sult3a1	0	0	0	0	2	0	0	0	1	0	1	0	77	18	0	0
ENSMUSG00000069670.8	Nkain2	23	10	9	8	10	2	15	8	1607	915	1236	730	2957	617	2145	1252
ENSMUSG00000069678.10	Pcgf1	225	115	254	142	101	69	166	109	247	132	270	154	113	80	185	127
ENSMUSG00000069682.6	Gm10275	2934	397	4087	631	2732	218	3846	602	2934	397	4087	631	2732	218	3846	602
ENSMUSG00000069706.3	Taar5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069707.1	Taar4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069708.3	Taar3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069712.5	4930444G20Rik	0	0	2	0	3	0	0	0	0	0	2	0	3	0	0	0
ENSMUSG00000069713.2	4933406P04Rik	29	21	24	19	6	2	22	12	29	21	24	19	6	2	22	12
ENSMUSG00000069717.7	Gm11568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069718.4	Gm11563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069720.4	4930572O03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069721.2	Krtap3-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069722.4	Krtap3-3	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000069727.5	Zfp975	1656	591	1591	574	2124	736	1713	694	3475	2079	2780	1613	3772	1976	3335	2088
ENSMUSG00000069729.14	Arid1b	2366	439	2246	382	2049	349	2924	609	7988	5200	5465	3217	5426	2931	8582	5642
ENSMUSG00000069733.11	Ube2u	0	0	1	0	1	0	1	1	10	1	3	1	99	6	7	7
ENSMUSG00000069743.5	Zfp820	1215	462	1269	450	926	281	1029	382	1380	617	1368	546	1065	360	1118	464
ENSMUSG00000069744.7	Psmb3	5243	592	5345	614	2589	311	4314	527	6069	1247	5981	1155	3081	729	4893	1043
ENSMUSG00000069755.5	Zfp125	630	305	752	303	495	204	794	395	0	0	0	0	0	0	0	0
ENSMUSG00000069763.3	Tmem100	27	15	46	24	3	0	24	8	29	16	57	33	10	0	28	10
ENSMUSG00000069769.13	Msi2	5001	925	5428	943	3805	550	5170	1076	28346	20254	19925	13275	17845	12192	30429	23168
ENSMUSG00000069785.4	Gm11444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069792.5	Wfdc17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000069793.12	Slfn9	1022	244	1232	283	458	73	580	128	1089	296	1285	324	501	87	600	142
ENSMUSG00000069796.3	Gm11426	4	0	0	0	4	0	0	0	4	0	0	0	4	0	1	1
ENSMUSG00000069804.2	Gm10277	14	12	6	5	0	0	14	13	14	12	6	5	0	0	14	13
ENSMUSG00000069805.10	Fbp1	0	0	10	1	15	4	9	0	15	9	13	3	33	7	21	12
ENSMUSG00000069806.5	Cacng7	586	143	724	166	591	128	957	304	1240	696	1337	674	1448	795	2055	1237
ENSMUSG00000069808.13	Fam57a	200	83	136	73	70	40	120	75	337	194	227	147	155	85	220	164
ENSMUSG00000069814.6	Ccdc92b	90	33	220	49	301	65	360	114	197	125	477	248	675	315	835	514
ENSMUSG00000069816.5	Olfr23	0	0	0	0	9	0	0	0	1	0	0	0	19	0	0	0
ENSMUSG00000069818.6	Olfr390	0	0	0	0	2	0	0	0	0	0	0	0	11	0	0	0
ENSMUSG00000069823.11	Olfr1	0	0	0	0	4	0	1	0	0	0	0	0	9	0	3	2
ENSMUSG00000069824.5	Olfr377-ps1	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0
ENSMUSG00000069825.12	Gm49340	0	0	0	0	0	0	1	0	9	1	43	3	20	3	33	12
ENSMUSG00000069830.10	Nlrp1a	0	0	0	0	1	0	0	0	4	0	4	2	89	5	7	3
ENSMUSG00000069833.13	Ahnak	78266	19013	38462	10314	26128	7434	37992	11632	80660	20902	39501	11114	26900	8006	39214	12641
ENSMUSG00000069835.10	Sat2	33	6	61	22	25	18	31	10	33	6	61	22	30	18	31	10
ENSMUSG00000069844.12	Sco1	2808	670	2280	638	1421	349	1851	514	3435	1226	2704	1028	1623	531	2180	818
ENSMUSG00000069855.9	Slc47a2	16	6	7	1	20	3	17	10	75	58	29	20	100	29	63	42
ENSMUSG00000069862.6	Rps12-ps9	231	128	342	171	210	104	279	125	0	0	0	0	0	0	0	0
ENSMUSG00000069867.3	Pabpn1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069873.4	4930438A08Rik	0	0	2	1	0	0	2	1	4	0	8	1	46	0	3	1
ENSMUSG00000069874.7	Irgm2	34	16	74	29	20	12	20	11	45	26	86	40	31	18	25	16
ENSMUSG00000069890.3	1700024J04Rik	7	5	2	2	7	7	10	9	7	5	2	2	7	7	10	9
ENSMUSG00000069892.9	9930111J21Rik2	8	5	21	10	17	0	7	0	18	12	25	14	38	10	14	7
ENSMUSG00000069893.10	9930111J21Rik1	1	0	10	6	2	2	4	4	0	0	0	0	0	0	0	0
ENSMUSG00000069895.4	Atxn1l	1968	655	2084	778	896	301	1884	737	2132	784	2278	916	1001	379	2057	878
ENSMUSG00000069899.3	Gm12166	26	4	16	1	8	0	22	1	26	4	16	1	8	0	22	1
ENSMUSG00000069910.2	Spdl1	3555	1244	3770	1295	2463	873	2808	1131	4459	2018	4302	1759	2935	1240	3385	1645
ENSMUSG00000069911.11	Insyn2b	8	1	37	16	28	8	64	12	151	112	266	187	423	245	669	454
ENSMUSG00000069913.3	Anp32-ps	217	173	133	110	176	150	207	190	0	0	0	0	0	0	0	0
ENSMUSG00000069917.7	Hba-a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069919.7	Hba-a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069920.10	B3gnt9	20	7	10	4	9	1	18	3	20	7	10	4	9	1	18	3
ENSMUSG00000069922.12	Ces3a	0	0	0	0	9	0	0	0	0	0	0	0	14	0	0	0
ENSMUSG00000069925.6	4932416K20Rik	0	0	1	0	14	0	0	0	0	0	1	0	14	0	0	0
ENSMUSG00000069939.8	Gm12070	227	167	322	243	156	142	347	252	227	167	322	243	156	142	347	252
ENSMUSG00000069962.3	Gm5356	9	3	17	13	5	1	15	11	9	3	17	13	5	1	15	11
ENSMUSG00000069971.5	4933402J07Rik	0	0	0	0	3	1	0	0	20	15	21	15	41	6	18	15
ENSMUSG00000069972.6	Rps13-ps2	64	23	79	28	47	24	76	34	64	23	79	28	47	24	76	34
ENSMUSG00000069986.4	Gm8054	25	5	21	4	6	3	10	4	25	5	21	4	6	3	10	4
ENSMUSG00000069996.3	Gm7125	0	0	1	1	8	0	2	2	3	0	3	2	77	0	3	2
ENSMUSG00000069998.5	Olfr372	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0
ENSMUSG00000070000.13	Fcho1	303	79	275	77	238	53	347	107	384	137	337	130	278	82	408	164
ENSMUSG00000070002.7	Ell	1040	429	927	327	675	196	1076	446	2412	1548	1713	1019	1551	856	2477	1661
ENSMUSG00000070003.7	Ssbp4	1640	281	1439	212	1021	164	1743	340	2135	670	1718	457	1409	467	2208	739
ENSMUSG00000070023.5	Gm10283	0	0	0	0	0	0	0	0	8	5	6	4	101	1	2	1
ENSMUSG00000070025.8	Gm10284	26	10	39	10	14	5	21	3	26	10	39	10	14	5	21	3
ENSMUSG00000070031.11	Sp140	20	4	13	0	1	0	5	3	31	14	24	9	83	8	11	9
ENSMUSG00000070034.13	Sp110	5	4	8	3	14	4	2	1	5	4	9	3	38	8	4	1
ENSMUSG00000070044.15	Fam149a	21	4	23	2	14	0	22	3	29	12	31	10	56	4	29	9
ENSMUSG00000070047.14	Fat1	48226	11077	38889	9487	23196	5326	43240	11318	56042	17780	44113	14147	26814	8432	50799	18183
ENSMUSG00000070056.6	Mfhas1	215	69	190	47	42	26	125	45	602	361	430	239	250	115	376	252
ENSMUSG00000070063.1	Snora33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070065.1	Mir451a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070071.1	Mir465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070072.1	Mir433	11	6	6	5	10	8	28	21	11	6	6	5	10	8	28	21
ENSMUSG00000070073.1	Mir470	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000070074.1	Mir484	10	3	7	2	0	0	11	10	10	3	7	2	0	0	11	10
ENSMUSG00000070075.1	Mir490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070076.2	Mir127	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	3
ENSMUSG00000070077.2	Mir491	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070078.1	Mir463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070080.1	Mir431	2	2	0	0	0	0	3	1	2	2	0	0	0	0	3	1
ENSMUSG00000070081.2	Mir505	2	2	3	3	0	0	2	2	0	0	0	0	0	0	0	0
ENSMUSG00000070084.3	Mir486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070099.1	Mir466	12	12	37	34	1	1	19	17	0	0	0	0	0	0	0	0
ENSMUSG00000070100.1	Mir362	8	8	0	0	0	0	6	6	0	0	0	0	0	0	0	0
ENSMUSG00000070101.1	Mir341	4	4	1	1	0	0	3	1	0	0	0	0	0	0	0	0
ENSMUSG00000070102.1	Mir455	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070103.2	Mir488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070104.1	Mir471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070105.3	Mir495	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000070106.1	Mir363	14	14	49	41	2	2	29	29	14	14	49	41	2	2	29	29
ENSMUSG00000070107.1	Mir489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070108.2	Mir500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070109.2	Mir497b	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0
ENSMUSG00000070110.2	Mir504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070111.4	Gm10286	4	4	1	1	0	0	0	0	4	4	1	1	0	0	0	0
ENSMUSG00000070126.1	Mir199a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070127.2	Mir146b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070128.3	Mir485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070129.2	Mir3071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070130.1	Mir328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070133.1	Mir434	3	3	1	1	0	0	8	5	3	3	1	1	0	0	8	5
ENSMUSG00000070136.1	Mir496a	2	2	0	0	0	0	4	4	0	0	0	0	0	0	0	0
ENSMUSG00000070138.1	Mir452	1	0	2	0	1	1	2	2	0	0	0	0	0	0	0	0
ENSMUSG00000070139.1	Mir532	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070140.1	Mir483	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070141.2	Mir494	2	2	1	1	0	0	1	1	2	2	1	1	0	0	1	1
ENSMUSG00000070144.1	Mir1a-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070150.1	n-R5s152	4	4	1	1	2	2	2	1	4	4	1	1	2	2	2	1
ENSMUSG00000070166.1	Gm25821	20	10	16	13	20	20	17	16	0	0	0	0	0	0	0	0
ENSMUSG00000070167.1	Snora57	331	77	363	92	268	37	404	73	331	77	363	92	268	37	404	73
ENSMUSG00000070170.1	Gm24163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070173.1	Gm24164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070175.1	Gm24162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070178.1	n-R5s71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070182.1	Gm24817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070192.1	n-R5s58	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000070203.1	Gm22444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070209.1	n-R5s27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070214.1	Gm23058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070219.1	n-R5s13	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0
ENSMUSG00000070225.1	n-R5s33	2	1	10	1	1	0	3	0	0	0	0	0	0	0	0	0
ENSMUSG00000070227.1	Gm24704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070235.1	Gm26329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070236.1	Gm26327	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000070240.1	Gm23516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070249.1	Gm23520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070258.1	Gm25207	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000070263.1	Gm22365	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000070271.7	Gm13268	319	316	342	338	271	268	249	240	319	316	342	338	271	268	249	240
ENSMUSG00000070280.13	Slc22a14	13	5	3	1	1	0	3	1	252	201	150	111	304	199	314	265
ENSMUSG00000070282.6	3000002C10Rik	174	100	125	91	84	65	133	86	203	122	142	106	89	69	150	101
ENSMUSG00000070283.4	Ndufaf3	347	76	514	102	202	34	366	73	347	76	514	102	202	34	366	73
ENSMUSG00000070284.10	Gmppb	767	242	794	254	479	126	749	277	700	208	717	212	445	109	669	226
ENSMUSG00000070287.3	Slc35g2	20	9	11	2	2	0	5	4	40	25	27	17	13	0	13	11
ENSMUSG00000070291.4	Ddx43	1028	556	535	234	763	337	755	383	2572	1864	1138	754	1811	1167	1891	1402
ENSMUSG00000070298.6	Trcg1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ENSMUSG00000070304.12	Scn2b	187	87	118	41	50	26	65	15	197	97	122	44	59	26	71	21
ENSMUSG00000070305.10	Mpzl3	319	127	233	69	122	31	180	69	390	188	282	111	182	42	228	112
ENSMUSG00000070306.3	Ccdc153	2	2	0	0	0	0	1	1	11	7	1	1	6	0	2	2
ENSMUSG00000070311.4	Olfr894	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000070313.8	Pate14	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070315.12	4930581F22Rik	41	24	18	16	21	11	27	20	76	54	35	27	58	33	52	40
ENSMUSG00000070319.6	Eif3g	12036	1191	12257	1262	9616	884	11152	1306	12173	1305	12357	1358	9708	967	11237	1387
ENSMUSG00000070323.11	Mmp27	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
ENSMUSG00000070324.6	Fbxw22	0	0	0	0	2	0	0	0	2	0	0	0	55	2	0	0
ENSMUSG00000070327.14	Rnf213	3250	637	4808	1033	2671	414	4688	878	3824	1119	5548	1651	3087	709	5435	1511
ENSMUSG00000070330.2	Tmem235	10	9	3	3	7	7	15	12	22	19	12	8	26	23	40	31
ENSMUSG00000070331.14	Qrich2	44	4	61	15	30	1	28	13	68	24	80	31	52	5	34	18
ENSMUSG00000070332.4	Trim80	8	1	9	4	5	0	4	1	10	2	10	4	17	0	9	1
ENSMUSG00000070334.4	Krtap31-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070335.4	Krtap9-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070336.3	Fbxo47	93	23	71	20	56	11	44	13	234	108	187	97	170	52	167	108
ENSMUSG00000070337.4	Gpr179	64	23	56	16	37	11	48	25	66	23	68	20	62	9	49	26
ENSMUSG00000070342.3	Gm10287	0	0	0	0	3	0	1	1	0	0	0	0	3	0	1	1
ENSMUSG00000070343.3	Gm10288	362	122	461	178	277	111	432	191	362	122	461	178	277	111	432	191
ENSMUSG00000070345.3	Hsf5	56	28	58	20	54	9	57	21	185	136	161	110	162	61	170	122
ENSMUSG00000070348.5	Ccnd1	8786	1637	9451	1717	5323	1003	9075	2080	9235	2021	9867	2077	5628	1260	9618	2553
ENSMUSG00000070354.13	Evi2	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000070360.5	Amy2a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070366.5	Plpp4	1	1	3	0	10	0	4	0	39	30	36	23	178	15	53	42
ENSMUSG00000070368.9	Prok1	1	0	0	0	3	0	1	1	3	0	1	0	3	0	2	2
ENSMUSG00000070369.13	Itgad	0	0	4	0	2	0	0	0	12	4	10	0	150	9	6	3
ENSMUSG00000070371.11	Prss36	294	69	424	104	120	32	220	77	427	153	566	203	219	82	311	135
ENSMUSG00000070372.11	Capza1	2810	382	2850	351	1834	192	2700	375	4413	1791	3878	1266	2866	1060	4297	1858
ENSMUSG00000070374.7	Olfr59	0	0	0	0	12	0	0	0	0	0	0	0	25	0	0	0
ENSMUSG00000070375.7	Olfr406	0	0	0	0	3	0	0	0	0	0	0	0	18	0	0	0
ENSMUSG00000070377.6	Olfr43	0	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0
ENSMUSG00000070378.3	Olfr403	0	0	0	0	0	0	0	0	4	0	0	0	23	0	1	0
ENSMUSG00000070379.5	Olfr402	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000070380.2	Olfr401	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0
ENSMUSG00000070382.8	Olfr391	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0
ENSMUSG00000070383.5	Olfr389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070385.12	Ampd1	32	14	25	6	27	4	27	11	46	26	35	13	56	10	59	40
ENSMUSG00000070388.3	Fbxo39	36	13	6	2	10	4	5	5	62	34	7	3	12	6	9	9
ENSMUSG00000070390.12	Nlrp1b	0	0	0	0	4	0	0	0	13	3	7	1	100	7	3	1
ENSMUSG00000070392.5	Gm20634	9	8	21	19	12	12	12	9	9	8	21	19	12	12	12	9
ENSMUSG00000070394.10	Tmem256	520	42	473	56	303	15	399	53	520	42	473	56	303	15	399	53
ENSMUSG00000070407.5	Hs3st3b1	279	166	374	201	91	50	163	93	744	529	800	566	264	172	450	348
ENSMUSG00000070417.6	Olfr2	0	0	0	0	5	0	0	0	0	0	1	0	19	0	0	0
ENSMUSG00000070419.11	Cyp3a57	0	0	0	0	1	0	0	0	3	0	0	0	91	3	2	2
ENSMUSG00000070420.4	Zscan25	911	525	938	623	606	374	1019	632	1516	1037	1446	1067	1031	736	1564	1118
ENSMUSG00000070421.4	Olfr658	0	0	1	1	2	0	0	0	0	0	1	1	9	7	0	0
ENSMUSG00000070423.6	Olfr558	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000070424.12	Art5	43	18	71	27	36	11	39	11	68	32	100	45	62	26	63	27
ENSMUSG00000070425.13	Xntrpc	4	0	1	0	1	1	0	0	4	0	1	0	1	1	0	0
ENSMUSG00000070426.12	Rnf121	1224	516	1063	427	787	348	979	426	2945	2066	2075	1367	1753	1170	2528	1840
ENSMUSG00000070427.4	Il18bp	357	279	307	227	256	204	381	296	360	282	314	234	259	207	386	301
ENSMUSG00000070436.12	Serpinh1	4610	349	3630	291	745	40	2078	204	4772	477	3744	400	765	54	2160	272
ENSMUSG00000070438.5	Olfr313	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
ENSMUSG00000070443.6	Gm10291	41	21	64	44	17	16	65	45	41	21	64	44	17	16	65	45
ENSMUSG00000070448.13	Vmn2r89	5	0	1	1	14	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000070458.5	Vmn2r73	0	0	0	0	13	1	0	0	0	0	2	0	67	2	0	0
ENSMUSG00000070459.6	Olfr290	0	0	0	0	13	0	0	0	0	0	0	0	13	0	0	0
ENSMUSG00000070460.7	Olfr291	3	0	0	0	12	0	0	0	3	0	0	0	12	0	0	0
ENSMUSG00000070461.3	9230112E08Rik	188	111	173	112	135	72	247	172	180	104	166	111	128	69	233	160
ENSMUSG00000070462.4	Tlnrd1	949	363	1109	431	404	132	995	399	949	363	1109	431	404	132	995	399
ENSMUSG00000070464.1	Ccl26	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000070465.9	Gm9696	0	0	1	0	8	0	0	0	3	0	4	0	55	0	0	0
ENSMUSG00000070469.12	Adamtsl3	18	1	7	0	14	3	13	4	65	26	38	22	362	15	39	27
ENSMUSG00000070471.3	Erich6	1	0	1	1	5	0	0	0	2	1	2	1	17	0	3	3
ENSMUSG00000070473.4	Cldn3	253	31	273	50	31	3	145	33	253	31	273	50	31	3	145	33
ENSMUSG00000070476.10	Fam217b	127	39	101	42	125	22	149	27	137	46	112	49	134	22	154	32
ENSMUSG00000070489.5	4930527J03Rik	1	1	8	1	3	0	1	1	1	1	8	1	3	0	1	1
ENSMUSG00000070490.4	Gm10293	20	3	39	9	23	6	41	6	20	3	39	9	23	6	41	6
ENSMUSG00000070493.3	Chchd2	4013	328	4796	391	2636	225	3948	415	0	0	0	0	0	0	0	0
ENSMUSG00000070495.11	Ctcfl	55	11	52	4	10	0	16	1	63	14	59	9	26	2	18	1
ENSMUSG00000070498.3	Tmem132b	9	4	10	4	10	0	4	4	108	74	85	53	262	41	94	84
ENSMUSG00000070501.14	Ifi214	0	0	0	0	18	2	0	0	0	0	0	0	28	2	0	0
ENSMUSG00000070504.9	Fcrl6	0	0	0	0	9	0	0	0	0	0	0	0	17	0	0	0
ENSMUSG00000070509.15	Rgma	47	25	37	18	36	28	66	42	247	187	169	134	183	125	241	194
ENSMUSG00000070520.4	Nsmce3	1144	494	1079	516	668	310	1036	545	0	0	0	0	0	0	0	0
ENSMUSG00000070522.4	Gm6505	120	36	165	63	94	25	97	43	0	0	0	0	0	0	0	0
ENSMUSG00000070524.1	Fcrlb	2	0	1	1	2	0	1	1	5	0	4	1	26	0	3	1
ENSMUSG00000070526.2	Peg12	418	93	332	78	150	38	247	84	418	93	332	78	150	38	247	84
ENSMUSG00000070527.3	Mkrn3	306	225	327	265	213	168	311	260	0	0	0	0	0	0	0	0
ENSMUSG00000070529.7	Wfdc10	0	0	0	0	4	0	2	0	0	0	0	0	5	0	7	0
ENSMUSG00000070530.5	Wfdc16	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0
ENSMUSG00000070531.4	Wfdc6b	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ENSMUSG00000070532.5	Ccdc190	8	6	0	0	3	3	1	1	11	7	3	0	8	3	1	1
ENSMUSG00000070533.11	Wfdc8	0	0	0	0	2	0	2	2	5	4	0	0	10	1	6	5
ENSMUSG00000070544.6	Top1	9916	1610	12117	1678	11159	1410	12585	1967	11705	3207	13410	2882	12395	2432	14588	3840
ENSMUSG00000070546.2	Mrgprb3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000070547.4	Mrgprb1	0	0	1	0	3	0	0	0	2	0	3	0	35	0	0	0
ENSMUSG00000070550.2	Mrgprb4	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000070551.3	Mrgprb5	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000070552.2	Mrgprx1	0	0	0	0	0	0	0	0	0	0	1	0	20	0	0	0
ENSMUSG00000070563.6	Spaca4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070564.15	Ntn5	17	2	7	0	6	2	19	5	26	9	13	3	17	7	43	27
ENSMUSG00000070565.11	Rasal2	1943	763	1734	579	1349	471	1899	809	7183	5320	4461	2940	4396	2708	6529	4983
ENSMUSG00000070568.12	Slc6a21	0	0	1	0	1	0	3	3	3	3	2	1	2	0	7	7
ENSMUSG00000070570.5	Slc17a7	23	5	17	5	31	11	35	9	25	6	17	5	41	11	38	12
ENSMUSG00000070572.7	Trmt112-ps2	183	14	151	30	123	15	200	24	183	14	151	30	123	15	200	24
ENSMUSG00000070574.2	2310016G11Rik	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000070576.4	Mn1	177	69	111	40	96	45	135	62	342	202	226	139	212	129	342	239
ENSMUSG00000070577.5	Gm572	15	10	18	11	11	0	10	6	98	77	78	59	89	28	49	35
ENSMUSG00000070583.1	Fv1	265	151	276	174	304	195	332	203	265	151	276	174	304	195	332	203
ENSMUSG00000070594.10	Gm4788	0	0	0	0	2	0	0	0	6	1	2	0	149	8	4	3
ENSMUSG00000070601.5	Vmn2r84	49	34	19	15	36	11	34	30	69	49	34	29	56	13	43	35
ENSMUSG00000070604.5	Vsig10l	72	36	92	27	38	13	73	35	111	54	125	40	65	20	95	55
ENSMUSG00000070605.4	Zfp992	2656	1036	3415	1321	1045	402	2081	842	5131	2868	5812	3159	2083	1068	3859	2276
ENSMUSG00000070606.4	Gm10298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070609.3	Aadacl4	0	0	0	0	1	0	0	0	1	0	0	0	10	0	0	0
ENSMUSG00000070610.4	Gm13127	170	68	169	64	145	63	138	50	170	68	169	64	145	63	138	50
ENSMUSG00000070616.13	Gm13040	2	0	3	0	0	0	0	0	2	0	3	0	0	0	1	1
ENSMUSG00000070617.2	Gm13089	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
